model,variable,tables,members,start,stop,grids,n_tables,n_members,n_grids,n_datasets,n_with_dates
CESM2-WACCM-FV2,fAnthDisturb,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fbddtalk,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fbddtdic,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fbddtdife,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fbddtdin,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fbddtdip,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fbddtdisi,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fBNF,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fCLandToOcean,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fddtalk,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fddtdic,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fddtdife,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fddtdin,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fddtdip,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fddtdisi,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fDeforestToAtmos,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fDeforestToProduct,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fediss,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fescav,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-07-02T13:00:00Z,2014-07-02T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fFire,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fFireAll,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fgcfc11,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fgcfc12,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fgco2,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,fgco2nat,"Omon, Oyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,fgsf6,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,fHarvest,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fHarvestToProduct,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,flashrate,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fLitterSoil,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fLuc,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fLulccResidueLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNdep,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNfert,Emon,"r1i1p1f1, r2i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,fNgas,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNgasFire,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNgasNonFire,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNleach,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNLitterSoil,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNloss,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNnetmin,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNProduct,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fNup,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fProductDecomp,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fracLut,"Emon, Eyr","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-01T00:00:00Z,2015-01-01T00:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,frfe,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fric,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,frn,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,froc,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fsfe,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fsn,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fVegFire,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fVegLitter,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fVegLitterMortality,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,fVegLitterSenescence,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,gpp,Lmon,r3i1p1f1,1900-01-15T12:00:00Z,1999-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,gppc13,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,gppc14,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,gppGrass,Emon,r3i1p1f1,1900-01-15T12:00:00Z,1999-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,gppLut,Emon,r3i1p1f1,1900-01-15T12:00:00Z,1999-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,gppShrub,Emon,r3i1p1f1,1900-01-15T12:00:00Z,1999-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,gppTree,Emon,r3i1p1f1,1900-01-15T12:00:00Z,1999-12-15T12:00:00Z,gn,1,1,1,1,1
CESM2-WACCM-FV2,grassFrac,"Eyr, Lmon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-01T00:00:00Z,2015-01-01T00:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,grassFracC3,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,grassFracC4,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,graz,Oyr,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1851-01-01T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,h2o,"AERmon, AERmonZ","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,hcho,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,hcl,"AERmon, AERmonZ","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,hfds,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,hfevapds,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,hfgeoubed,IfxGre,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,hfls,"Amon, day, ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,4,3,1,12,9
CESM2-WACCM-FV2,hflsIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,hflsLut,Emon,"r1i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,hflso,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,hfsifrazil,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,hfsnthermds,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,hfss,"Amon, day, ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,4,3,1,12,9
CESM2-WACCM-FV2,hfssIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,hfssLut,Emon,"r1i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,1949-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,hfsso,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,hno3,"AERmon, AERmonZ","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,ho2,AERmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,hur,"Amon, CFday, CFmon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,4,3,1,12,6
CESM2-WACCM-FV2,hurs,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,hus,"Amon, CFday, CFmon, day, Eday, EdayZ","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,6,3,1,18,6
CESM2-WACCM-FV2,huss,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,hussLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,icem,"ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,icemIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,icfriver,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,intdic,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intdoc,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpbfe,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpbn,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpcalcite,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpn2,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpp,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intppdiat,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intppdiaz,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intppnitrate,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,intpppico,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,irrLut,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1950-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,jno2,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,jo2,EmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,jo3,EmonZ,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,ksat,Efx,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,lai,Lmon,"r1i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,laiLut,Emon,"r1i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,limfediat,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limfediaz,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limfepico,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limirrdiat,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limirrdiaz,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limirrpico,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limndiat,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,limnpico,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,litemptop,"ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
CESM2-WACCM-FV2,litemptopIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,lithk,IfxGre,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,loadbc,Eday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,loaddust,"Eday, Emon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,loadoa,Eday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,loadpoa,Eday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,loadso4,"Eday, Emon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,loadsoa,Eday,"r1i1p1f1, r2i1p1f1, r3i1p1f1",,,gn,1,3,1,3,0
CESM2-WACCM-FV2,loadss,"Eday, Emon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,2,3,1,6,3
CESM2-WACCM-FV2,lossch4,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,lossco,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,lossn2o,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,lwp,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,lwsnl,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mcu,CFmon,"r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,2,1,2,2
CESM2-WACCM-FV2,mlotst,"Eday, Omon","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-02T00:00:00Z,2015-01-01T00:00:00Z,"gn, gr",2,3,2,12,12
CESM2-WACCM-FV2,mlotstmax,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,mlotstmin,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,mlotstsq,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T13:00:00Z,2014-12-15T12:00:00Z,"gn, gr",1,3,2,6,6
CESM2-WACCM-FV2,mmrbc,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mmrdust,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mmrso4,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mmrss,AERmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T12:00:00Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrfso,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrlso,Emon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrro,Lmon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrroIs,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,1,3,1,3,3
CESM2-WACCM-FV2,mrroLi,"ImonAnt, ImonGre","r1i1p1f1, r2i1p1f1, r3i1p1f1",1850-01-15T11:44:59Z,2014-12-15T12:00:00Z,gn,2,3,1,6,6
