model,year,climate_zone,input_var,output_var,hsic,n_samples
LPJ-GUESS,2000,CD,lai,evapotrans,0.0010530292335887803,10683
LPJ-GUESS,2000,CD,precipitation,tran,0.010001739570384046,10683
LPJ-GUESS,2000,CD,lai,tran,0.021935169262872166,10683
LPJ-GUESS,2000,CD,precipitation,evspsblveg,5.3120949998971185e-05,10683
LPJ-GUESS,2000,CD,lai,evspsblveg,0.05293070447015346,10683
LPJ-GUESS,2000,CD,precipitation,evspsblsoi,0.002348754719916504,10683
LPJ-GUESS,2000,CD,lai,evspsblsoi,0.0005495193671443773,10683
LPJ-GUESS,2001,HW,precipitation,evapotrans,0.021116508614635786,13274
LPJ-GUESS,2001,HW,lai,evapotrans,0.0008268021348027515,13274
LPJ-GUESS,2001,HW,precipitation,tran,0.010487936838468123,13274
LPJ-GUESS,2001,HW,lai,tran,0.0011292342995240512,13274
LPJ-GUESS,2001,HW,precipitation,evspsblveg,0.0016930549684163233,13274
LPJ-GUESS,2001,HW,lai,evspsblveg,0.005472683946242179,13274
LPJ-GUESS,2001,HW,precipitation,evspsblsoi,0.0005627405680179645,13274
LPJ-GUESS,2001,HW,lai,evspsblsoi,0.0003701042418686659,13274
LPJ-GUESS,2001,HD,precipitation,evapotrans,0.047811866298755515,11874
LPJ-GUESS,2001,HD,lai,evapotrans,0.0007421833199481059,11874
LPJ-GUESS,2001,HD,precipitation,tran,0.03568053945564491,11874
LPJ-GUESS,2001,HD,lai,tran,0.0011460645026849206,11874
LPJ-GUESS,2001,HD,precipitation,evspsblveg,6.433319169057334e-05,11874
LPJ-GUESS,2001,HD,lai,evspsblveg,0.051704632107447815,11874
LPJ-GUESS,2001,HD,precipitation,evspsblsoi,0.0028190669829456358,11874
LPJ-GUESS,2001,HD,lai,evspsblsoi,0.0008575732484576756,11874
LPJ-GUESS,2001,CW,precipitation,evapotrans,0.017652688985759574,22323
LPJ-GUESS,2001,CW,lai,evapotrans,0.0010069813547002502,22323
LPJ-GUESS,2001,CW,precipitation,tran,0.013882593640284387,22323
LPJ-GUESS,2001,CW,lai,tran,0.0014887074483592678,22323
LPJ-GUESS,2001,CW,precipitation,evspsblveg,0.0003886373842075412,22323
LPJ-GUESS,2001,CW,lai,evspsblveg,0.02100317153483216,22323
LPJ-GUESS,2001,CW,precipitation,evspsblsoi,0.0008804096990538765,22323
LPJ-GUESS,2001,CW,lai,evspsblsoi,0.00038472447564343623,22323
LPJ-GUESS,2001,CD,precipitation,evapotrans,0.012244253032139033,10661
LPJ-GUESS,2001,CD,lai,evapotrans,0.0011033035410643747,10661
