model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples
LPJ-GUESS,1993,CD,precipitation,tran,0.29285866529979665,0.4398698884758364,10760
LPJ-GUESS,1993,CD,lai,tran,0.6062267657992565,0.8759293680297398,10760
LPJ-GUESS,1993,CD,precipitation,evspsblveg,0.324342742284084,0.4388475836431227,10760
LPJ-GUESS,1993,CD,lai,evspsblveg,0.6094330855018588,0.7645910780669145,10760
LPJ-GUESS,1993,CD,precipitation,evspsblsoi,0.1091050453379724,0.3406133828996283,10760
LPJ-GUESS,1993,CD,lai,evspsblsoi,0.17690520446096653,0.46756505576208174,10760
LPJ-GUESS,1994,HW,precipitation,evapotrans,0.34018187408573797,0.534774581560572,13305
LPJ-GUESS,1994,HW,lai,evapotrans,0.4222124907991466,0.6932451971333148,13305
LPJ-GUESS,1994,HW,precipitation,tran,0.2472431885450045,0.49973812595007633,13305
LPJ-GUESS,1994,HW,lai,tran,0.4647756459937924,0.7646918748170064,13305
LPJ-GUESS,1994,HW,precipitation,evspsblveg,0.355206447811291,0.6121473006171171,13305
LPJ-GUESS,1994,HW,lai,evspsblveg,0.47455996133029865,0.7530435308012245,13305
LPJ-GUESS,1994,HW,precipitation,evspsblsoi,0.12621774116109186,0.24700638744635134,13305
LPJ-GUESS,1994,HW,lai,evspsblsoi,0.09164552623234967,0.18873293201095154,13305
LPJ-GUESS,1994,HD,precipitation,evapotrans,0.4768760653020413,0.6367595619208087,11875
LPJ-GUESS,1994,HD,lai,evapotrans,0.49034485202906253,0.7785390749601276,11875
LPJ-GUESS,1994,HD,precipitation,tran,0.437802356926402,0.6127051747014596,11875
LPJ-GUESS,1994,HD,lai,tran,0.5890257664362927,0.8684652844231792,11875
LPJ-GUESS,1994,HD,precipitation,evspsblveg,0.4620191114271636,0.6528529951669401,11875
LPJ-GUESS,1994,HD,lai,evspsblveg,0.5612352294878611,0.8087632110579479,11875
LPJ-GUESS,1994,HD,precipitation,evspsblsoi,0.3066720668037092,0.47175161432994245,11875
LPJ-GUESS,1994,HD,lai,evspsblsoi,0.18930398147812239,0.5076802410065568,11875
LPJ-GUESS,1994,CW,precipitation,evapotrans,0.2946390280772792,0.5228942793300091,22368
LPJ-GUESS,1994,CW,lai,evapotrans,0.34920735797930885,0.7899277809540802,22368
LPJ-GUESS,1994,CW,precipitation,tran,0.2660599297630117,0.536664270050516,22368
LPJ-GUESS,1994,CW,lai,tran,0.37542859099115344,0.8567616151945784,22368
LPJ-GUESS,1994,CW,precipitation,evspsblveg,0.2569810107531366,0.5193293727612663,22368
LPJ-GUESS,1994,CW,lai,evspsblveg,0.5608049816360686,0.8433500376999392,22368
LPJ-GUESS,1994,CW,precipitation,evspsblsoi,0.12770760467568779,0.3814717829225351,22368
LPJ-GUESS,1994,CW,lai,evspsblsoi,0.2061788769383173,0.3134461157870973,22368
LPJ-GUESS,1994,CD,precipitation,evapotrans,0.26009644978900626,0.4669000405366331,10748
LPJ-GUESS,1994,CD,lai,evapotrans,0.48866723610345614,0.7175387092027938,10748
LPJ-GUESS,1994,CD,precipitation,tran,0.2306119429494206,0.44497013709129596,10748
LPJ-GUESS,1994,CD,lai,tran,0.6021601813713633,0.8765355155312833,10748
LPJ-GUESS,1994,CD,precipitation,evspsblveg,0.25808409985572134,0.4678622667587157,10748
LPJ-GUESS,1994,CD,lai,evspsblveg,0.6044436606918756,0.7570755835590829,10748
LPJ-GUESS,1994,CD,precipitation,evspsblsoi,0.1555836907025085,0.37523312119391317,10748
LPJ-GUESS,1994,CD,lai,evspsblsoi,0.18246479604642507,0.39453198431725534,10748
LPJ-GUESS,1995,HW,precipitation,evapotrans,0.3485576310745735,0.5890331650425703,13296
LPJ-GUESS,1995,HW,lai,evapotrans,0.4292277269070518,0.6844521049917212,13296
LPJ-GUESS,1995,HW,precipitation,tran,0.2955420789558546,0.4900399690562145,13296
LPJ-GUESS,1995,HW,lai,tran,0.46909070069049297,0.7707678492259529,13296
